Title,Rating,Review Date,Current or Past Employee,Employee Title,Location,Recommends,Outlook,Approves of CEO,Full-Time or Part-Time,Time Employeed,Pros,Cons,Advice to Management
"""Prep Cook""",3.0," Oct 2, 2012",Past,Prep Cook,"Englewood, CO",No,Neutral,Neutral,Full-time,Less than a year,"Fast paced work environment, good people to work with,",Expect far to much for what you get payed.,
"""Too much stress.""",2.0," Sep 25, 2012",Past,Kitchen Manager,"Cincinnati, OH",No,Yes,Neutral,Full-time,Less than a year,Paid Breaks<br>Free food while on the clock and 50% off while off the clock.,"Short staffed in most area stores<br>Overworked/doing two or three jobs in a shift<br>Focused too much on cleaning and ""cut sizes"" rather than customer service.<br>Not friendly towards high school and college schedules","When I first started to work at Chipotle, I enjoyed the pay and the free food. Things were going fine, until I started to damage my hand by working 14 hour shifts every Saturday and Sunday while working 40+ hours throughout the week. Doing my job became physically impossible. I brought this to management's attention, and they requested a doctors note about my injury. After seeing a doctor and getting written proof of my injury, I was let go less than 3 days after turning it in.<br><br>Focus more on customer service, and less on proper ""cut sizes"" and silly rhymes and poems that tell you how to keep the store clean. I watched my GM hold up an entire line of customers while he held an impromptu meeting about how he didn't get his Restauranteur promotion and how many people he was going to let go because of it. One customer actually get upset and walked back into our area just to get someones attention to make her food.<br><br>Don't overwork high school and college students. Too many times I have gotten in trouble for missing a shift or arriving late but when in fact I was in school."
"""Great company in general, but needs restoration""",3.0," Sep 25, 2012",Current,Cashier,"Columbus, OH",Neutral,Neutral,Yes,Full-time,Less than a year,Great food<br>Starting pay is great,Poor management<br>overworked<br>stressed<br>not payed enough to deal with above,"Management is not responsive to crew members opinions and shrug them off. Upper management does not care whether or not store is properly staffed with the right amount of managers, due to store not being ""clean."" Its hard to address the issues that need correction when new apprentice is running 3 jobs and not his or her own job. Upper management needs to not be condescending and be understanding of what is wrong and help fix the problems and not be negative about it. Also, it would be helpful to actually see upper management at my store, have been working there for over 6 months and have never seen them at the store that I work at, just because I work the evening shift does not mean you are not able to talk to your employees and see your store."
"""Work work work""",3.0," Sep 24, 2012",Past,Crew,"Overland Park, KS",Neutral,Neutral,Neutral,Part-time,Less than a year,Starting pay is usually 8.50 or more.<br>GREAT break benefits (as much food as you want for free).<br>Payed breaks.<br>Can be a very fun job.,"They are not kind to temporary hires.<br>For how much work is required, pay seems rather low. There are no pay increases or very little increase.",
"""Horrible General Manager- corporate hard to deal with""",1.0," Oct 7, 2012",Past,Kitchen Manager,"Newark, DE",Yes,Yes,Yes,Full-time,More than a year,easy to move up<br>I liked the idea of the company culture- but was never put into practice,corporate does not listen<br>Employee journals are a joke<br>I worked a ton of overtime (15hrs/week)<br>General manager did not care about any of her staff<br>turnover rate very high,
"""Chipotle is a great company to work for, but as tough!""",5.0," Aug 21, 2012",Current,Crew Member,"Mesa, AZ",No,No,Neutral,Part-time,Less than a year,"The staff is all very friendly, the possible job advancements are unlimited. I know someone who started as a crew member and is now and IT person who travels around to stores and helps them.","Chipotle HAS to be your life or you won't last. This really is not cool all of the time. The things that you have to know, you have to know 2 different ways, and well pretty much as many ways as there are managers. You have to know the ""Chipotle"" way, your way, his way, her way, etc...",
"""My experience at Chipotle .... Interestingly,,,""",3.0," Sep 1, 2012",Current,Crew Member,"Miami, FL",Yes,Neutral,Yes,Part-time,More than a year,"The staff is very friendly, advances work possible.<br>Work area clean, safe environment. It 'a team work, good organization .... The Food and' very good quality, as well as control of food all top notch","Advice ....<br>First ... The staff is trained ... not while working ..<br>Second ..The pay and 'really low .. and this' work is manual .. but you must enable', velcita, fatigue .. sometimes not 'can not make the break panzo .. difficult even to go to the bathroom or to take a vessel of water ...<br>The rhythms are formula one .. while the pay and 'truly ridiculous, of course the labor market and' the catastrophe ... but here it borders on the ridiculous really ... very few would take very little to make this work, and so also this company truly classy ....","management and 'oriented rapid production of products of good quality ...<br>The real problem 'time .... and 'always late ....<br>Not even a Chinese worker of the first millennium starch could be in time with the rhythm required by the company ..<br>Moral ..<br>Chipotle and 'a financially solid company, well organized .. to get the most with the least investment ....<br>Workers are useful but not essential .... lost one coming ten new,,<br>Meditate people meditate ...."
"""Terrible Experience to say the least.""",1.0," Aug 18, 2012",Past,Crew Member,"Finneytown, OH",No,Neutral,Neutral,Part-time,Less than a year,"There are a few pros to working at Chipotle, including paid breaks, one free meal on the clock and 50% employee discount off the clock.","I'm not trying to bash the company in any way, but this was my personal list of cons working there for one month:<br>- management lost my application<br>- management could not set up my direct deposit<br>- took management forever to get my employee ID number (needed to clock in, as well as to get your pay)<br>- what little training I was provided was not sufficient<br>- you are constantly being timed if you are doing prep<br>- i feel i had biased reviews from managers on my timing (they kept telling me I wasn't working fast enough, when I was working just as fast as my fellow employees and was prepping alongside one of the managers and I was keeping pace with them)<br>- I was told I was too slow working the line (where your put the food together for customers), yet in my section I had 6-8 customers' orders waiting on the next person's section to do their part so that I could have any room to take more orders.<br>- the most hours I was scheduled in a week was 20, usually averaging 18ish. and my last week they had me scheduled 11 hours.","- Invest in training your employees correctly, it will go a long way.<br>- Be more organized<br>- Management needs better training"
"""Get back to the basics""",3.0," Jul 26, 2012",Current,General Manager,"Kansas City, MO",Yes,No,Yes,Full-time,More than 5 years,"Good people, good food, challenged to deliver my best daily.",Too focus on dog and pony show to be a restaurenture (still cant spell this made up word after 5 years) and not focused on the basics like ever rising cogs!,You got to realise that the R visit is the best you see them and it is a downward spiral from their.
"""Alot of work.""",3.0," Jul 16, 2012",Current,Service Manager,"Cincinnati, OH",Yes,Yes,Neutral,Full-time,More than a year,There is plenty of room to move up in the company so you just have to work really hard and you will get there.,"It's so busy and they run on a bare minimum staff, its hard to schedule people and to train others. They never taught me how to manage or anything like that no classes nothing. I just wing it.",Run on a little higher labor percentage and maybe do some sort of management training class.
"""Frustrating, stressfull, and unrewarding. That's the Chipotle experience!""",1.0," Aug 4, 2012",Past,Grill,"Los Angeles, CA",Yes,Neutral,Neutral,Part-time,Less than a year,"Almost all of your co-workers will be easy and fun to work with, you can't beat learning how to make great tasting food (even if it isn't authentic) and of course, how could you not love being able to eat what you make.","Micromanagement is never easy to deal with. Restaurant environments are always fast-paced and and often frantic but it doesn't make it any easier when you work so hard you're sweating profusely all while being what some may consider ""harrassed"" by low level cronies.","Order is everything, without it nothing gets accomplished. Morale is equally important. Though money is definitely a motivating factor in maintaining employment, comfort and and confidence in your company's agendas are just as major."
"""Very hands-on and interactive interview process.""",4.0," Jun 27, 2012",Current,Kitchen Crew,"Woodbury, MN",No,Neutral,Neutral,Full-time,Less than a year,"Fast paced, upward mobility, potential for more than 40 hours per week. Some locations are seeking or have already achieved ""restauraneur"" status, making their employees more desirable and can command more pay.","Extremely high standards and expectations, any work above prep and line work is worth more than the $8/hr base pay most employees start at. Can be very intense during peak hours.",
"""It's OK to work there until you do more then other managers and your GM""",2.0," Jul 10, 2012",Past,Shift Manager,"DeKalb, IL",Yes,Yes,Yes,Full-time,More than 3 years,People who you work with (not managers) and seeing the regular customers.,Working every weekend and and when you have to close and not get out until 1am because crew won't move to get stuff done. and then you have to open the next day is real hard.,Treat your employees the way you want to be treated and help your management staff
"""Great benefits and good opportunity for advancement""",5.0," Jun 24, 2012",Current,Line Worker,"Marietta, GA",Yes,Neutral,Yes,Full-time,Less than a year,"Free meals with every shift, best food you'll ever eat, good opportunity for advancement, starting pay is higher than minimum wage.","It is a fast paced work enviroment, if you are lazy you will not last long in this company","Keep doing what your doing, no complaints from me."
"""Prettty good""",4.0," Jun 20, 2012",Current,Crew,"Round Rock, TX",Yes,Yes,Yes,Full-time,Less than a year,Above minimum wage<br>Good hours<br>Good opportunities<br>Friendly employees,More work than what youre payed for<br>Management not always on top of things<br>Have to pick up other peoples slack a lot becuase of how much is required from individuals,Make sure everyone does their job and not have people doing others work for them constantly.
"""The company sets you up for success personally and professionally.""",5.0," Jun 10, 2012",Current,Service Manager,"Capitola, CA",Yes,Yes,Neutral,Full-time,More than a year,A company that invests into you as much as you invest into it. Being promoted is easy if you put the time into learning everything you need to and remain invested with the company. Managers take a personal interest in ways to help you succeed and its from the ground up. Its rewarding to help people reach their goals within the company as well.,Same as any counter service Restaurant its a fast paced and sometimes stressful job.,Keep trying to change the way we think about fast food
"""Hard work, sometimes too much. But still great company""",4.0," Jun 8, 2012",Past,Restaurant Team Member,"Tallahassee, FL",Yes,Yes,Yes,Part-time,Less than a year,*Being a part of a company in which you can grow<br>*working around healthy food<br>*most happy customers<br>*Upper management seems to really care about the business as a whole<br>*benefits,*the work expected of those who work for minimum wage is ridiculous. Especially for students. School always comes first. Sometimes managers don't realize that.<br>*everything else is great!,Maybe train your supervisors and managers more to distribute workload evenly and efficiently. Also give them a higher raise when they move up through the company. Because the raise is merely laughable.
"""Great Idea and Concept""",3.0," Jun 21, 2012",Past,Manager In Training,"Mentor, OH",No,Neutral,Neutral,Full-time,More than a year,"Great environment, fun and fast paced position.",Management is a joke.. Their turnover rate is discouraging for anyone seeking management positions.,Stop firing managers all of the time.. it makes for chaos for your workers and stresses out the other managers.. who eventually get worn out and quit or fired.
"""Good""",3.0," Jun 18, 2012",Current,Cashier,"Fairfield, CT",Neutral,Neutral,Yes,Part-time,,"Decent starting wage of $9.00 a great deal of growth opportunities and good benefits, good locations and opening more this year.","not many only thing i can say is the hours aren't divided equally, you're either a closer or an opener. obvious favorites",Treat everyone equally.
"""Boys club""",1.0," Jul 3, 2012",Past,General Manager,"Minneapolis, MN",Neutral,Yes,Yes,Full-time,More than 5 years,Great Food<br>Great employees...<br>many opportunities for growth<br>Many opportunities to have fun throughout the day.<br>They STRIVE for a great culture.<br>Company Car<br>three weeks vacation<br>low base pay,...but fall WAY short; extremely gossipy and backstabbing culture is rampant.<br>It's a boys club--even though there may be a woman or two.<br>EVERYBODY has to like you...even people who have never MET you!!!<br>Always on the verge of being fired.<br>Had to fire those Great employees because they didn't want to be a manager.<br>High skill job at low pay for crew<br>They make you feel like a bad manager; even when you knew you weren't.<br>extremely OCD about everything being perfect. If you are not perfect all the time...gossip begins.<br>Minneapolis is becoming a notorious bad market to work for in this company.,"Stop firing people to keep your job. It's really transparent, don't you think?<br>stop actively throwing people under the bus.<br>Don't throw stones in Glass houses.<br>Realize high volume restaurants are NOT the same as low volume.<br>Be a leader; not a tattle tail...it makes you look incompetent and unprofessional."
"""It was a fast paced stressful work.""",3.0," Jun 8, 2012",Current,Seasoned Crew Member,"Corvallis, OR",Yes,Neutral,Yes,Full-time,More than a year,good organizational structure and culture.,work a lot for a little pay,work to advance to upper management... be motivated to want to excel to do well in this company
"""Fun, easy job""",4.0," May 18, 2012",Past,Anonymous Employee,"Blacksburg, VA",Neutral,Neutral,Neutral,Part-time,More than a year,"easy, straight forward, flexible hours, fun staff, cool to learn about the company, wasn't minimum wage!",too much pressure to move customers quickly in line but hard to not seem rude when doing so,
"""Great food, OK policies.""",3.0," May 30, 2012",Current,Cashier,"Paradise Valley, AZ",Yes,Neutral,Neutral,Full-time,Less than a year,"-More often than not the people you work with will be motivated and excited about what they're doing.<br>-Flexible hours for students and requesting time off is normally a simple process.<br>-Laid-back work environment.<br>-Paid breaks, and as long as you eat at your Chipotle during that break the food is free, 50% off otherwise.<br>-Promote from within the crew meaning everyone has the opportunity for advancement given that they put forth the effort.","-While the initial hiring process and training (Known as SWAT) for a new store is rigorous those standards seem to drop significantly when it comes to new hires.<br>-The apprentice and GM at my specific store often leave early, sometimes as much as two hours, when they think things are running smoothly. This can lead to being understaffed during rush which lowers the effectiveness of crew members.<br>-Communication among the managerial staff is lacking. There are often multiple ""correct"" ways to perform a task depending on who is on staff any given night. This leads to confusion, especially among new hires.<br>-Some managers would rather pass blame on to crew members and other managers than take responsibility for their mistakes. This reduces store morale significantly.<br>-As with any retail/food service position you'll often find that customers are unnecessarily rude or hostile towards you, sometimes it's something that's happened at the store sometimes it's not. The degree of this certainly varies depending upon your area but it's not always a job for the thin-skinned.","On the store level:<br>-Take the same amount of time you dedicate to those you put through SWAT to those you intend to hire later on: You spend three days training people during SWAT and at any given time they can be told not to come back if they aren't up to snuff, where-as six months or a year after opening an interview or two will suffice.<br><br>On the corporate level:<br>-Take time to ensure all of your General Managers and Apprentices are effective at what they do. Having people in those positions that leave early and exhibit an inability to accept responsibility for their incorrect actions sets a poor example for new hires and lower managerial staff."
"""There is never enough time...""",2.0," May 12, 2012",Current,Prep,"Austin, TX",No,Neutral,Neutral,Full-time,Less than a year,The food at chipotle is great!,The amount of pressure for a burrito joint is unheard of!,Have reasonable expectations and goals!
"""Fun place to work if you don't care about Benefits.""",4.0," Jun 11, 2008",Current,Kitchen Manager.,"San Jose, CA",Neutral,Neutral,Neutral,,More than 3 years,It's a fun place to work.<br>You have the opportunity to make a career out of a simple job.<br>And you get to eat great food for free.<br>Chipotle has the best music.,They push you to do too many jobs in so little time.<br>Most of my co-workers burn themselves on the tortilla press machine and most have scars for life.<br>They want to break records everyday in transactions made at lunch time and they don't care how bad we the employees push our costumers to order their food.<br>You don't get any good or benefits at all unless you are Management.,"Is not all about being ""Green"" and ""Naturally Raised meats"" how about providing good benefits for all employees?<br>And let's not forget your laughable raises. 5cents, 10cents or 15cents if you did really good.<br>But if you work really hard and get promoted from crew to Kitchen Manager you get another laughable 50cents and if you work again really hard and get promoted to Service Manager you get another 50cents."
"""Easy to move up within the company as long as you've got a good manager.""",3.0," Jun 16, 2008",Current,Grill Guy,"Austin, TX",No,Neutral,Neutral,Part-time,More than a year,They give you free food. They promote training employees and moving them up the promotion chain.,"Each store will vary widely on how they treat their employees. If you end up at a bad store, you'll never get promoted.","Remove the managers that don't encourage growth and promotion. Also, the ""all-natural"" thing is just a fad. Prepare for a time when people don't equate all-natural with healthy and tasty."
"""Sold out for the almighty dollar.""",2.0," Jun 17, 2008",Past,Store Manager,"Minneapolis, MN",No,Neutral,Neutral,Full-time,,"Fast Paced, Exciting, People LOVE Chipotle and it's nice to be part of that.","In the Mid West, Upper Management plays favorites. If you support the personal agenda of management you get the promotions and best assignments. If not, you don't matter to them.<br>Also be sure not to ask questions, you get labeled a trouble maker and are not a ""team player.""","Stop making your personal pet projects a requirement to being a ""team player.""<br>Stop having one set of rules for some and another set for the favorites.<br>Stop allowing illegal immigrants to work in your stores. Stop looking the other way.<br>Steve Ells is a puppet held hostage by share holders; he sold his soul and the heart and vision of Chipotle for cash. Chipotle is a shadow of its former self since going public."
"""Crew Member""",4.0," Oct 25, 2017",Past,Anonymous Employee,"Toronto, ON (Canada)",Neutral,Neutral,Yes,Full-time,More than a year,"-free food, paid breaks, decent corporate culture<br>-management typically has to work their way up from crew so they usually know what its to be crew and have insight",- lots of repetitive tasks to log food safety (good in principle but sometimes really annoying to complete it all in a location where the line literally never stops),
"""Very past paced""",4.0," Oct 21, 2017",Current,Crew Member,"Toronto, ON (Canada)",Yes,Neutral,Neutral,Full-time,More than a year,"Slightly higher than minimum wage, very flexible hours","Very very fast paced, never-ending lines",Be more open
"""Light work""",4.0," Oct 15, 2017",Current,Anonymous Employee,,Yes,Neutral,Yes,Part-time,,Great Co-workers<br>Fun environment<br>Awesome personalities<br>Clean,Too many people<br>Too busy<br>A little bit of workers<br>Need more workers,
"""service Manager""",2.0," Oct 29, 2017",Current,Service Manager,"Vancouver, BC (Canada)",No,No,Neutral,Full-time,More than a year,you work with people from different cultures and share experiences while you cook,"communication is very bad, you work too much, it is very stressful because of the amount of clients that are received and you do not have additional services",the communication with the manager is not effective
"""cashier""",5.0," Sep 22, 2017",Past,Anonymous Employee,,No,Neutral,Neutral,Full-time,,good company to work for,nothing to say about the company,n/a
"""Chipotle Crew Member""",3.0," Sep 19, 2017",Current,Anonymous Employee,,Yes,Yes,Yes,Full-time,More than a year,-Great team members<br>-Good experience for prep,-Horrible hours<br>- shifts can be cancelled if store isn't busy<br>-Amount of work=pay not worth it,
"""Okay but not for building a career""",3.0," Aug 12, 2017",Past,Crew Member,"London, England (UK)",Yes,Yes,Yes,Part-time,Less than a year,"- you get always paid the right amount, even when you work overtime<br>- they respect break time and encourage you to take it<br>- free meals on shift","- very corporate culture<br>- too much work for little money<br>- too many ""motivational"" talks - a bit patronising",
"""Good job for those who are willing to work""",3.0," Aug 6, 2017",Current,Anonymous Employee,,No,Neutral,Neutral,Full-time,Less than a year,-above minimum-wage pay<br>-free meals each shift<br>-50% discount any other time<br>-easy to advance to management roles if you work,-it's physically taxing work<br>-management can get catty<br>-availability isn't always stuck to,"Take into account when a worker is a student and their age. Sometimes I got hit with 25+ hours when I asked for as little as possible during exams. However, I find that my location did a good job in general of listening to my requests. I know it wasn't the case for other co-workers."
"""Good work environment""",4.0," Jul 15, 2017",Past,Crew Member,"London, England (UK)",No,Neutral,Neutral,Part-time,More than a year,"Nice working environment, good possibility of promotion, friendly management",The salary was a bit low to be in London,
"""Wonderful crew and amazing opportunity""",4.0," Jul 3, 2017",Past,Anonymous Employee,,No,No,Neutral,Part-time,,"Chipotle offers its employees every chance to grow and advance within the company. My managers were always very flexible and understanding, whether it was in regards to shift changes, emergencies, or having a strenuous shift that left you drained. I worked at two different locations, one in California and one in Texas. My crew members became close friends and my managers (at all managerial levels) fostered strong bonds while maintaining a healthy working relationship.",I think the worst part was the rude customers. At the Texas location we were right across from a university and from that you sometimes had the rude and entitled college student or adult come in. And at the California location the store was located in a wealthy business and residential area which meant the average customers that came in had a different view of customer service. You learn to perfect your rage smile.,Be patient with new employees. And stop hiring male back of house when you have perfectly capable women in the front of house who want to advance their skills and learn all areas of the store. I had to fight to get put on Grill for months while they continually hired fresh young guys who would quit after three days training on Grill and Prep.
"""Not good place to work""",2.0," Jul 11, 2017",Past,Anonymous Employee,,No,No,Neutral,Part-time,,Free food and good friend,get fired because of ridiculous reasons<br><br>Get 50% only at the location work,
"""Crew Member""",2.0," Apr 30, 2017",Past,Crew Member,"Toronto, ON (Canada)",Yes,Yes,Neutral,Part-time,Less than a year,"The employee environment was amazing, everyone was very supportive. In addition, the free meal every time I worked as amazing. The 13 Characteristics of a Chipotle employee was a very interesting way to motivate employees.","Although the supportive environment might be seen to encourage employees, the way it was done sometimes created an extremely competitive environment. It was as if both managers and peers were talking down to you. In fact, I had an awful experience with my managers regarding communication.","For a company that thinks of themselves as honest and supportive, they should double check and make sure their managers, the people leading the restaurants, actually have those values. I spent half a year being honest with them, while they failed to communicate about time off, or even adjusting my work schedule around my school schedule."
"""50 hrs a week job,""",4.0," Apr 7, 2017",Current,General Manager,"Toronto, ON (Canada)",Yes,Yes,Yes,Full-time,More than 3 years,"Competitive pay, good bonus, decent benefits, some opportunities to grow the company has a good culture but in canada we are left behind in a lot of things","Not too much support from above not too many opportunities to grow, they change your goal every 6 months canada get left behind",
"""Dish washer""",4.0," Apr 13, 2017",Past,Anonymous Employee,,No,No,Neutral,Full-time,,"Friendly staff and fast pace, it's impossible to get a full routine",At some point the preassure becomes difficult to handle. But isn't every day.,
"""Bad management causes high turnover rate""",2.0," Mar 14, 2017",Past,Crew Member,,No,Neutral,Neutral,,More than a year,You get to know all positions in the front and back of the house overtime.<br>They provide high standard training and some knowledge such as food handling is being used everywhere in the food and beverage industry.,"Management is just ridiculous.<br>You will be brainwashed and tested overtime on their company value, mission and everything.<br>If the area manager doesn't like you, you are likely to be ignored when there's manager in training position opened.<br>Work is very hard and not rewarding. They will tell you that you have a chance to become the next manager in training but will let your hope up and never actually do it. You will be blamed for ridiculous customer complains. As a lot of customers realize that if they complain, they would get free meal and they start abusing it.<br>A lot of good people who have high potentials but have lost a chance to become a manager or higher have quit in the past year, and now because of lack of staffs in the management team, they have been promoting people who are less qualified than those who left to the management. Shame to say that they are heading to their end.",Realize how good your people are. Don't disencourage them or give them fake hope just to leave them there to do the job.
"""KMIT Training""",4.0," Feb 27, 2017",Current,Anonymous Employee,"Toronto, ON (Canada)",Neutral,Neutral,Neutral,Full-time,Less than a year,You can get any help you need from your Managers.,Very low salary what you re doing for.,Please try to appreciate a good crew member &amp; don't slow down the promotion.
"""Grill""",1.0," Jan 31, 2017",Past,Anonymous Employee,,No,No,Neutral,Full-time,Less than a year,"Free food, paid break, friendly employee , good hours",Was like joining cult ....over worked ...not worth it for fast food.,
"""Crew Member""",4.0," Dec 14, 2016",Current,Anonymous Employee,,No,No,Neutral,Part-time,More than a year,Fun to work with lots of people.,Too much politics internally and lazy airheads.,Live up to the standards and stop being money hungry.
"""Lyrical""",4.0," Sep 28, 2016",Current,Anonymous Employee,Balti (Pakistan),Yes,Yes,Yes,,More than 3 years,It was one of the best tikes I've ever had working for such a great store was a wonderful experience.,It was too much of the same things over which was repetitive and it wasn't very amazing of the things we had to do.,I would ask them to please overview the various funding options for life insurance policies since they differ very uniquely in various circumstances.
"""Great""",4.0," Aug 11, 2016",Past,Cashier/Crew Member,"Burnaby, BC (Canada)",Yes,Neutral,Neutral,Part-time,Less than a year,"It is a fast paced environment and as you know, very busy! Definitely great team mates, great store manager",you have to be ready to stand all day. Need to work for weekend shifts so be ready for it.,"empower the employees so that they love the job. Overall, I would say keep up the good management that you are doing."
"""cashier""",4.0," Aug 1, 2016",Past,Anonymous Employee,,Yes,Neutral,Neutral,Part-time,,"Good people to be around. Great, great food.",Not many down sides in working with the company.,Allow the new workers to grow into the field. Don't expect too much from inexperienced employees but train them to be better.
"""Hardwork but fun""",4.0," Jul 13, 2016",Current,Crew Member,"Vancouver, BC (Canada)",Yes,Yes,Neutral,Full-time,Less than a year,-Free food each shift<br>-Fun Crew<br>-Learn new cooking skills,-Work Can get VERY repetitive<br>-labor,none
"""Nice Place to Work""",5.0," May 16, 2016",Current,Crew Member,"London, England (UK)",Yes,Yes,Yes,Part-time,,"The environment is amazing and the people is very nice,",The work is unbalanced. Some people work very hard and some of them no.,
"""CAshier""",5.0," Mar 30, 2016",Current,Anonymous Employee,,Yes,Yes,Neutral,Full-time,More than a year,The breaks are paid<br>They always provide with extra benefits and rewards<br>They have a really competitive management structure,Sometimes the food is salty<br>Sometimes trash cans are really messed up,reduce the risk of contamination to a level near zero
"""Suck ups welcome!""",3.0," Apr 7, 2016",Past,KMIT,,No,Neutral,Neutral,Full-time,Less than a year,"Loved my co-workers, free food, chill vibes. Good workout, good hustle, definitely earned every damn penny. A lot of opportunities to move up the team, but that's where the sucking up to the managers part comes in handy.","Ridiculous managers every location I've worked at. They will fire you if they don't like you, as to them that's a valid reason for termination. They all gossip about the co-workers at manager meetings, and there is no job security whatsoever.","Maybe start talking to your employees about what problems you have with them, instead of spreading rumours behind their back. Justin and Amy, this is for you. Pay better attention to your stores!"
"""This is CANADA""",2.0," Mar 22, 2016",Past,Anonymous Employee,,No,Neutral,Neutral,,Less than a year,"Great people to work with<br>Fast-paced environment<br>Lots of skill training<br>Free burrito/bowl/salad per shift, paid lunch break after 5 hours","Management treats people as disposable, hires many young workers on visas who feel they have no other choice and who do not know they are being exploited<br>Federal, provincial and local laws are not followed<br>Work is never done fast enough, employees have to cut corners to survive and food safety suffers<br>Constant employee turnover due to unreasonable management demands eg. employees are expected to find their own replacement if they have to miss a shift for any reason<br>Inflexible schedules mean employees always work unless they are dead, sick employees have no incentive to stay home","Food With Integrity includes treating your employees with respect too.<br>The laws must be followed. It's not optional because you are a US company.<br>If you want to contain your food contamination problem, you must solve your labour problem."
"""Crew""",5.0," Dec 9, 2015",Current,Anonymous Employee,,Yes,Yes,Neutral,Part-time,Less than a year,"Lots of fun people, and always a job to do. Perfect for someone who loves to be productive and build relationships.","If you are not someone who loves to be on your feet for most of the day, or if you do not like interacting with other people, this job is not for you. May also be bad if you have a bad crew, but this is very rare.",
"""Backlashing""",2.0," Dec 9, 2015",Past,Crew Member,"London, England (UK)",No,Neutral,Yes,Full-time,More than a year,For Pros I can mention only free food,* team - as much as they want to come out friendly no one was friendly to me<br>* training- I was trained by one of the crew members who was always late for morning shift and never explained me why and how things are done.<br>* Break- I never was told how long will the break be. Sometimes it was 30 min sometimes 15<br>* Characteristics- I started to work 2 days before my grandmother passed away which I explained to manager and yet I was blamed that I am not happy enough. It's not possible to always have characteristics. The only thing that comes out of it is fake people.,
"""Service Manager""",4.0," Nov 13, 2015",Current,Service Manager,"Dundas, ON (Canada)",Yes,Neutral,Yes,Full-time,,"When you have a great team working with you, everything is smooth and easy even though it is very busy during lunch or dinner. It all about the team work and everyone acting as a top performer. They have a great vision about having a team of top performers who are empowered to achieve high standards.",When the there is a bunch of new hires and the training wasn't set up that great thing fall apart easily when there is a bad team and bad influences. People talk a lot of stuff but not do a lot of stuff. It depends who is working who has the leadership to guide everyone. It is a hard and heavy job.,Training is very important and taking care of their own rolls and be fair about scheduling spreading the good people with the whole team but not to make unfair schedule.
"""Work at Chipotle""",4.0," Nov 15, 2015",Current,Anonymous Employee,,Yes,Yes,Neutral,,Less than a year,"Free food, nice crew and good experience",Hard work for a low salary,
"""Crew Member Experience""",3.0," Nov 11, 2015",Past,Cashier,Virginia (South Africa),Yes,Yes,Neutral,Full-time,More than a year,"No experience required! You just need to have the right attitude and personality to fit in with your team. Working with the team is the best part and you empower each other and create a good work atmosphere. Free food! You get one free meal on the days you work. And you serve quality food to people, you see the process and you learn a lot about all aspects of the job.","It's always busy, so be prepared to always be doing something. Working really late if you're closing. There's a lot of multitasking, but you get used to it and you have to make sure to build good communication with your team so you know when to ask for help.","In our store, there seemed to be poor communication between managers. When there were problems with the schedule, the managers blamed it on the other. I'd advise being more transparent with your choices and explaining why something changes. Also, explain opportunities to crew members more clearly."
"""Fun""",4.0," Sep 21, 2015",Past,Crew Member,"Surrey, BC (Canada)",Yes,Neutral,Yes,Full-time,More than a year,"It's fun, and good experience working in a fast-paced environment.",There isn't any cons I can think of right now.,
"""Tasty Experience""",4.0," Jan 13, 2015",Current,Anonymous Employee,,Neutral,Neutral,Yes,Part-time,Less than a year,Fast paced environment for learning,Too noisy some times. Sometimes too busy,
"""Very quickly""",3.0," Apr 15, 2014",Current,Anonymous Employee,,Yes,Neutral,Yes,Part-time,Less than a year,"The enviroment its good and sometimes fun, you learn a lot","The time is the biggest challenge, and be so quick",
"""OK experience""",3.0," Nov 13, 2013",Past,Front of the House,"Toronto, ON (Canada)",Yes,Yes,Neutral,Part-time,More than a year,"Worked with great people, paid breaks","Chipotle culture can be very cult-like at times, constantly pushing their values down your throat when you merely just want to make a paycheck to payoff school (like in my situation)",
"""good""",4.0," Jul 1, 2013",Current,Prep Cook,,Yes,Yes,Yes,Full-time,More than a year,"-TIPS (working part time, I got maybe about $25~30 per month, which isnt alot but its a freebee and it stacks up when you think about it long term. Plus how many fastfood jobs gets tips?)<br>-The picky interview process means great crew! You have to be nice, and enthusiastic to be hired which means great coworkers which makes the job that much more better and fun.<br>- Above avg wage, $11 here.","- Way too much work, exhausting.<br>- Very fast paced, you will not do well if you're slow or even average.<br>-The racial demographics seems to be a bit biased towards a few specific races?<br>- If you become a GM you will be bombarded with hours, I mean 50+ hours per wk, be warned.",
"""Great team spirit.""",5.0," May 29, 2013",Past,Anonymous Employee,,Yes,Yes,Yes,Part-time,,"Team spirit, everyone helps each other.","Hard work, like any restaurant job.",
"""Amazing Job""",5.0," Mar 10, 2013",Past,Kitchen Manager,"London, England (UK)",No,Yes,Yes,Full-time,More than 3 years,"Awesome environment, Free Tacos, amazing people","Stressful lunch rushes, not enough employees",Keep it up
"""Working here has its rewards""",5.0," Oct 10, 2012",Current,Crew Member,,Neutral,Yes,Yes,Full-time,Less than a year,Chance to move up and excel,Biweekly pay. Ugly shoes. Small store,
"""It was a awesome experience""",3.0," Oct 3, 2012",Past,Anonymous Employee,,No,Yes,Neutral,Part-time,Less than a year,"Delicious food ,free meals, nice people to work with.","Too much work for little money , not enough hours,busy always and a lot of angry costumers each day.",
